Date,Open,High,Low,Close,Adj Close,Volume
2011-04-28,72.419998,72.550003,70.540001,71.550003,56.446545,3576700
2011-04-29,71.760002,72.949997,71.730003,72.820000,57.448444,2066900
2011-05-02,73.150002,74.250000,73.059998,73.589996,58.055920,2571000
2011-05-03,73.419998,74.449997,73.169998,74.309998,58.623928,1884600
2011-05-04,74.400002,74.860001,73.639999,73.709999,58.150585,2645600
2011-05-05,73.360001,74.589996,73.040001,73.690002,58.134792,2601600
2011-05-06,74.510002,74.800003,73.930000,74.440002,58.726490,2408900
2011-05-09,74.330002,75.070000,74.059998,74.570000,58.829044,1381300
2011-05-10,74.169998,74.800003,73.779999,74.489998,58.765942,1966500
2011-05-11,74.320000,74.970001,74.160004,74.739998,58.963154,1579000
2011-05-12,74.610001,75.290001,74.330002,74.809998,59.018387,1155200
2011-05-13,74.739998,74.989998,73.730003,74.370003,58.671253,1879600
2011-05-16,74.220001,74.629997,73.660004,74.239998,58.568707,1388300
2011-05-17,73.980003,74.339996,72.860001,73.500000,57.984898,1586500
2011-05-18,73.739998,74.300003,73.269997,74.000000,58.379368,1403900
2011-05-19,74.529999,74.980003,73.760002,73.879997,58.284687,2009300
2011-05-20,73.800003,73.889999,72.860001,73.029999,57.614117,1833400
2011-05-23,72.220001,72.769997,71.379997,71.389999,56.320313,2498000
2011-05-24,71.540001,71.959999,70.800003,70.949997,55.973183,2774700
2011-05-25,70.800003,70.800003,70.169998,70.529999,55.641850,2721300
2011-05-26,70.290001,70.610001,69.830002,70.199997,55.381512,2005500
2011-05-27,70.529999,71.540001,70.459999,71.260002,56.217754,2903000
2011-05-31,73.190002,74.680000,72.769997,74.220001,58.552929,5001600
2011-06-01,73.830002,74.139999,71.790001,71.800003,56.643776,2946500
2011-06-02,71.970001,72.500000,71.349998,71.419998,56.343971,2423400
2011-06-03,70.529999,70.860001,70.040001,70.599998,55.697063,2751300
2011-06-06,70.410004,71.110001,70.320000,70.699997,55.775959,2139900
2011-06-07,71.050003,71.150002,70.589996,70.660004,55.744396,2269800
2011-06-08,70.629997,70.849998,70.040001,70.400002,55.539291,2010400
2011-06-09,70.680000,70.940002,70.059998,70.489998,55.610283,1547100
2011-06-10,70.169998,70.639999,69.199997,69.370003,54.726723,2812100
2011-06-13,69.690002,69.879997,69.230003,69.639999,54.939713,1929700
2011-06-14,70.330002,70.820000,70.300003,70.440002,55.570843,1634300
2011-06-15,69.980003,71.070000,69.949997,70.849998,55.894287,3247600
2011-06-16,71.080002,72.050003,70.849998,71.279999,56.233524,1771800
2011-06-17,71.879997,72.550003,71.480003,71.669998,56.541214,1672700
2011-06-20,71.269997,72.879997,71.220001,72.769997,57.408997,1744000
2011-06-21,73.019997,73.739998,73.019997,73.400002,57.906033,1627800
2011-06-22,73.080002,74.050003,73.010002,73.360001,57.874481,1842600
2011-06-23,72.459999,73.000000,72.000000,72.900002,57.511566,2211500
2011-06-24,72.879997,73.199997,72.059998,72.290001,57.030342,2355400
2011-06-27,72.470001,73.480003,72.199997,73.260002,57.795574,1644600
2011-06-28,73.459999,74.040001,73.300003,73.739998,58.174252,1487500
2011-06-29,73.820000,73.989998,73.459999,73.900002,58.674454,1527800
2011-06-30,74.089996,74.980003,73.830002,74.519997,59.166706,1481300
2011-07-01,74.440002,75.930000,74.339996,75.809998,60.190948,1454400
2011-07-05,75.540001,75.809998,74.419998,74.900002,59.468426,1883200
2011-07-06,75.029999,75.330002,74.489998,74.629997,59.254055,1593100
2011-07-07,75.430000,75.639999,74.500000,75.599998,60.024200,2238000
2011-07-08,75.050003,75.050003,74.300003,74.660004,59.277874,1978400
2011-07-11,73.900002,74.379997,73.580002,73.739998,58.547424,1612200
2011-07-12,73.519997,73.879997,72.900002,72.980003,57.944012,1505200
2011-07-13,73.400002,73.680000,72.410004,72.650002,57.681988,1321200
2011-07-14,72.730003,72.739998,71.199997,71.370003,56.665703,2359900
2011-07-15,71.480003,71.480003,69.699997,70.360001,55.863804,2593400
2011-07-18,69.949997,70.129997,69.029999,69.459999,55.149212,1773300
2011-07-19,69.849998,70.029999,69.389999,69.930000,55.522388,2070600
2011-07-20,70.620003,70.849998,69.660004,69.940002,55.530338,2723000
2011-07-21,70.260002,71.919998,70.070000,71.570000,56.824493,1822300
2011-07-22,71.610001,71.610001,70.720001,70.800003,56.213135,1550800
2011-07-25,70.480003,71.500000,70.080002,71.150002,56.491035,2185100
2011-07-26,70.919998,71.089996,70.269997,70.320000,55.832039,1672200
2011-07-27,71.019997,71.040001,68.160004,68.629997,54.490227,3072500
2011-07-28,68.540001,69.669998,67.660004,67.750000,53.791523,2606400
2011-07-29,67.370003,68.629997,66.559998,68.139999,54.101181,2525200
2011-08-01,68.449997,68.449997,66.339996,67.510002,53.600994,4057800
2011-08-02,67.139999,68.050003,66.160004,66.160004,52.529121,3024900
2011-08-03,66.089996,66.500000,64.730003,65.900002,52.322689,2686000
2011-08-04,64.620003,65.129997,63.169998,63.220001,50.194859,3974000
2011-08-05,64.059998,64.879997,62.660000,64.440002,51.163502,4895200
2011-08-08,62.880001,63.720001,60.779999,60.799999,48.273441,5830400
2011-08-09,60.779999,62.560001,58.119999,62.419998,49.559658,7067800
2011-08-10,61.169998,61.169998,58.209999,58.380001,46.352013,4580800
2011-08-11,58.650002,62.340000,58.580002,61.509998,48.837151,3805200
2011-08-12,62.119999,62.240002,60.820000,61.180000,48.575127,3947800
2011-08-15,61.840000,62.830002,61.630001,62.770000,49.837563,2338200
2011-08-16,61.470001,62.500000,61.230000,62.040001,49.257954,1756000
2011-08-17,62.299999,62.580002,61.040001,61.880001,49.130928,2461500
2011-08-18,59.889999,60.090000,57.750000,58.230000,46.232910,3686300
2011-08-19,57.459999,58.860001,57.389999,57.470001,45.629505,3800900
2011-08-22,58.570000,58.900002,57.900002,58.200001,46.209114,2636800
2011-08-23,58.389999,59.509998,58.000000,59.509998,47.249214,2238700
2011-08-24,59.480000,61.119999,59.340000,61.000000,48.432243,1758400
2011-08-25,61.320000,61.689999,59.790001,60.000000,47.638248,1826700
2011-08-26,59.619999,61.490002,58.709999,61.279999,48.654541,1987300
2011-08-29,61.950001,63.049999,61.880001,63.009998,50.028126,1382600
2011-08-30,62.959999,64.290001,62.299999,63.950001,50.774452,2115900
2011-08-31,64.430000,64.889999,63.459999,64.080002,50.877659,1744900
2011-09-01,64.080002,64.660004,62.919998,63.099998,50.099564,1657300
2011-09-02,62.060001,62.060001,60.740002,60.939999,48.384583,2223500
2011-09-06,59.270000,60.410000,58.720001,60.299999,47.876453,2616800
2011-09-07,61.119999,61.849998,60.610001,61.349998,48.710121,2647500
2011-09-08,60.650002,61.630001,60.299999,60.400002,47.955849,2276900
2011-09-09,59.560001,59.790001,58.400002,59.000000,46.844292,2599200
2011-09-12,58.590000,58.950001,57.770000,58.900002,46.764877,2698400
2011-09-13,58.970001,60.009998,58.450001,58.990002,46.836353,2523000
2011-09-14,59.330002,60.660000,57.939999,59.860001,47.527096,3188500
2011-09-15,60.230000,61.439999,60.209999,61.220001,48.606899,2426700
2011-09-16,61.750000,61.750000,60.200001,60.599998,48.114635,4340900
2011-09-19,59.669998,60.400002,59.299999,60.169998,47.773224,2474900
2011-09-20,60.430000,60.650002,59.500000,59.549999,47.280968,2007000
2011-09-21,59.799999,59.919998,57.220001,57.270000,45.470718,2595100
2011-09-22,56.080002,56.200001,55.270000,55.869999,44.359158,3434000
2011-09-23,53.970001,56.689999,53.950001,55.919998,44.398846,2845400
2011-09-26,56.490002,57.450001,56.049999,56.849998,45.137241,2866500
2011-09-27,57.590000,59.160000,57.590000,58.290001,46.280563,2511700
2011-09-28,58.369999,58.950001,57.349998,57.439999,45.605698,2081200
2011-09-29,58.380001,59.240002,57.090000,58.180000,46.193237,1766700
2011-09-30,57.450001,58.360001,56.880001,56.889999,45.169003,2432100
2011-10-03,56.849998,57.720001,55.599998,55.669998,44.200356,2220900
2011-10-04,55.020000,57.200001,54.720001,57.110001,45.343678,3300000
2011-10-05,56.779999,57.840000,56.400002,57.709999,46.200279,2513500
2011-10-06,57.849998,58.970001,57.570000,58.950001,47.192970,1507100
2011-10-07,59.439999,60.290001,58.959999,59.549999,47.673313,2423800
2011-10-10,60.560001,61.680000,60.560001,61.680000,49.378502,1585400
2011-10-11,61.189999,61.790001,61.139999,61.480000,49.218384,1769800
2011-10-12,62.040001,63.220001,61.740002,62.520000,50.050976,1771900
2011-10-13,61.900002,62.049999,60.910000,61.810001,49.482555,1325500
2011-10-14,62.580002,62.740002,61.590000,62.040001,49.666702,1630900
2011-10-17,61.860001,62.310001,60.790001,60.930000,48.778091,1736000
2011-10-18,61.020000,63.279999,60.349998,62.639999,50.147038,1969300
2011-10-19,62.700001,63.250000,62.349998,62.470001,50.010937,1809300
2011-10-20,62.630001,63.459999,61.810001,63.150002,50.555325,1996900
2011-10-21,63.599998,65.330002,63.580002,65.320000,52.292538,3229700
2011-10-24,65.279999,65.910004,64.949997,65.629997,52.540695,1865700
2011-10-25,65.239998,66.080002,64.599998,65.260002,52.244511,2382600
2011-10-26,66.419998,66.419998,63.560001,63.889999,51.147736,4161900
2011-10-27,65.559998,66.169998,64.320000,65.610001,52.524696,2695100
2011-10-28,65.529999,66.250000,65.029999,65.470001,52.412628,2010100
2011-10-31,64.970001,65.529999,64.190002,64.190002,51.387897,2022500
2011-11-01,62.790001,63.200001,60.790001,61.430000,49.178356,2959900
2011-11-02,62.439999,62.619999,61.770000,61.950001,49.594646,2760300
2011-11-03,62.470001,63.970001,62.470001,63.630001,50.939587,2589200
2011-11-04,63.150002,63.529999,62.470001,63.450001,50.795502,1291900
2011-11-07,63.250000,64.279999,62.849998,64.199997,51.395908,1341600
2011-11-08,64.690002,65.169998,63.840000,65.129997,52.140423,1712500
2011-11-09,63.650002,63.889999,62.720001,62.959999,50.403217,1932300
2011-11-10,63.900002,63.970001,62.939999,63.380001,50.739449,1822500
2011-11-11,64.300003,65.879997,64.300003,65.720001,52.612766,1874700
2011-11-14,65.500000,66.379997,65.120003,65.309998,52.284531,1676700
2011-11-15,65.300003,66.349998,64.839996,65.989998,52.828896,1408500
2011-11-16,65.360001,65.589996,64.760002,65.019997,52.052361,2504000
2011-11-17,64.830002,64.830002,62.889999,63.419998,50.771477,1714700
2011-11-18,64.129997,64.129997,63.009998,63.840000,51.107712,2046600
2011-11-21,62.840000,63.310001,61.279999,63.070000,50.491283,2679200
2011-11-22,63.130001,63.820000,62.150002,63.619999,50.931591,3633300
2011-11-23,62.720001,62.750000,60.599998,60.639999,48.545918,2923200
2011-11-25,60.770000,62.150002,60.750000,61.130001,48.938198,913100
2011-11-28,63.900002,64.349998,63.240002,64.059998,51.283829,2506900
2011-11-29,64.349998,64.550003,63.750000,63.889999,51.147736,1935700
2011-11-30,65.849998,66.379997,65.519997,66.059998,52.884953,3294800
2011-12-01,66.070000,66.949997,65.980003,66.500000,53.237202,1428200
2011-12-02,66.870003,67.360001,65.629997,65.720001,52.612766,2176900
2011-12-05,66.830002,66.879997,65.330002,65.650002,52.556717,2105500
2011-12-06,65.709999,66.339996,65.529999,65.860001,52.724831,1403500
2011-12-07,65.199997,66.040001,64.699997,65.660004,52.564732,1344600
2011-12-08,65.410004,65.769997,63.980000,64.150002,51.355885,1694400
2011-12-09,64.629997,65.279999,64.519997,65.070000,52.092396,1775400
2011-12-12,64.589996,64.970001,63.549999,64.010002,51.243809,1154800
2011-12-13,64.510002,64.949997,63.189999,63.500000,50.835503,1404400
2011-12-14,63.389999,63.759998,63.110001,63.209999,50.603344,1197400
2011-12-15,63.919998,64.110001,63.150002,63.299999,50.675407,1576200
2011-12-16,63.380001,64.389999,62.599998,63.200001,50.595352,2748400
2011-12-19,63.049999,63.889999,62.310001,62.459999,50.002941,1140700
2011-12-20,63.430000,65.129997,63.419998,64.839996,51.908268,1481700
2011-12-21,64.800003,64.980003,64.059998,64.779999,51.860229,1509100
2011-12-22,64.980003,66.360001,64.709999,66.139999,52.948997,1186500
2011-12-23,66.220001,66.570000,65.570000,66.360001,53.125111,883000
2011-12-27,66.389999,66.790001,66.000000,66.559998,53.285229,651500
2011-12-28,66.580002,66.879997,65.699997,65.949997,52.796909,1137100
2011-12-29,66.220001,67.019997,66.010002,66.919998,53.573414,1091300
