Date,Open,High,Low,Close,Adj Close,Volume
2011-04-28,56.900002,57.290001,56.669998,57.139999,44.900330,6301100
2011-04-29,56.910000,57.000000,55.869999,56.849998,44.672451,19900000
2011-05-02,56.980000,57.450001,56.669998,57.380001,45.088913,8552200
2011-05-03,57.119999,57.799999,57.070000,57.500000,45.183220,6500000
2011-05-04,57.259998,57.900002,57.259998,57.680000,45.324669,7241600
2011-05-05,57.570000,57.849998,57.279999,57.419998,45.120361,7204300
2011-05-06,57.799999,58.070000,57.340000,57.630001,45.285374,4535300
2011-05-09,57.380001,57.939999,57.320000,57.689999,45.332504,3624900
2011-05-10,57.950001,58.410000,57.610001,58.299999,45.811844,4717100
2011-05-11,58.500000,59.200001,58.049999,58.860001,46.251892,7200000
2011-05-12,58.689999,59.750000,58.340000,59.660000,46.880527,5500000
2011-05-13,59.860001,61.080002,59.750000,60.470001,47.517033,9402700
2011-05-16,59.980000,60.240002,59.410000,59.860001,47.037685,10068100
2011-05-17,59.889999,61.180000,58.830002,60.889999,47.847061,11820900
2011-05-18,60.669998,61.369999,60.459999,61.169998,48.067078,5182800
2011-05-19,61.439999,61.529999,60.689999,61.040001,47.964928,3362000
2011-05-20,60.959999,61.230000,60.340000,60.860001,47.823486,5276700
2011-05-23,60.049999,60.610001,59.900002,60.459999,47.509159,4200000
2011-05-24,60.529999,60.529999,59.750000,59.919998,47.084839,4162600
2011-05-25,59.990002,60.020000,59.529999,59.840000,47.021969,3929100
2011-05-26,59.520000,59.880001,59.189999,59.759998,46.959099,3771200
2011-05-27,59.470001,59.900002,59.119999,59.349998,46.636936,3657500
2011-05-31,59.680000,60.740002,59.639999,60.540001,47.572029,7626000
2011-06-01,60.549999,60.790001,59.660000,59.700001,46.911972,4968500
2011-06-02,59.570000,59.860001,59.080002,59.250000,46.558361,4053500
2011-06-03,58.880001,59.110001,58.580002,58.689999,46.118305,4636200
2011-06-06,58.470001,59.099998,58.320000,58.599998,46.047585,4144500
2011-06-07,58.700001,59.540001,58.540001,58.830002,46.228325,3828700
2011-06-08,58.869999,59.110001,58.450001,58.950001,46.322617,3716000
2011-06-09,59.000000,59.610001,58.560001,58.880001,46.267605,5362300
2011-06-10,58.599998,58.889999,57.970001,57.990002,45.568253,4780200
2011-06-13,58.020000,58.790001,57.869999,58.389999,45.882568,5298000
2011-06-14,58.639999,58.790001,58.310001,58.529999,45.992580,5146700
2011-06-15,58.040001,58.680000,57.860001,57.889999,45.489677,5104300
2011-06-16,58.080002,58.439999,57.740002,58.340000,45.843292,5550600
2011-06-17,58.820000,58.900002,57.779999,58.009998,45.583969,6610500
2011-06-20,57.990002,58.680000,57.900002,58.450001,45.929722,3851100
2011-06-21,58.580002,58.590000,57.880001,58.169998,45.709705,4347900
2011-06-22,58.040001,58.500000,57.930000,58.150002,45.693985,4015000
2011-06-23,57.549999,57.990002,56.959999,57.930000,45.521111,4588000
2011-06-24,57.840000,57.980000,56.730000,57.040001,44.821747,11908500
2011-06-27,56.820000,57.990002,56.820000,57.880001,45.481819,5289300
2011-06-28,57.889999,58.869999,57.610001,58.650002,46.086876,4073200
2011-06-29,58.669998,58.750000,57.680000,57.779999,45.403248,7531500
2011-06-30,58.099998,58.400002,57.990002,58.349998,45.851131,5069900
2011-07-01,58.439999,58.439999,57.889999,58.279999,45.796143,5358000
2011-07-05,58.180000,58.250000,57.680000,57.919998,45.513256,4639500
2011-07-06,57.990002,58.139999,57.529999,57.700001,45.340374,5102900
2011-07-07,58.080002,58.299999,57.540001,57.910000,45.505383,6116000
2011-07-08,57.759998,58.299999,57.360001,57.639999,45.293221,4037900
2011-07-11,57.209999,57.500000,56.660000,56.900002,44.711746,4186300
2011-07-12,57.150002,57.290001,56.840000,56.900002,44.711746,3964400
2011-07-13,56.980000,57.230000,56.349998,56.610001,44.483868,4514200
2011-07-14,56.560001,56.599998,55.490002,55.680000,43.753067,7201300
2011-07-15,55.369999,55.419998,54.740002,55.049999,43.258018,9209200
2011-07-18,55.119999,55.259998,54.310001,54.660000,42.951553,6241800
2011-07-19,55.009998,55.509998,54.869999,55.270000,43.430889,4977000
2011-07-20,55.279999,55.419998,54.930000,54.990002,43.210880,4151300
2011-07-21,55.330002,55.919998,55.020000,55.490002,43.603775,5539600
2011-07-22,55.349998,55.459999,55.009998,55.220001,43.391590,3098400
2011-07-25,55.220001,55.360001,54.709999,54.900002,43.140160,3174100
2011-07-26,54.770000,55.070000,54.419998,54.700001,42.982983,4428200
2011-07-27,54.500000,54.950001,53.610001,53.799999,42.275780,6502800
2011-07-28,53.639999,54.650002,53.330002,53.430000,41.985031,6586100
2011-07-29,54.730000,55.200001,53.049999,54.700001,42.982983,10640200
2011-08-01,55.020000,55.279999,53.049999,53.770000,42.252193,8875500
2011-08-02,53.389999,54.250000,53.209999,53.310001,41.890736,7526200
2011-08-03,53.349998,53.430000,52.349998,53.320000,41.898579,7145700
